Code;Denomination;Class;SoftAtk;HardAtk;AirAtk;NavalAtk;GroundDef;AirDef;CloseDef;Target;Initiativa;GunRange;SpotRange;RangeDefMod;MoveMode;MovMethod;MovPoints;Fuel;Ammo;byteB21;Cost;byteB23,24;byteB25;MonthExpired;MontAvaible;YearAvaible;YearExpired;Organic Transport;Country;Special1;Special2;byteB37;byteB38;bomberCode;Icon;atkMel;movMel;dieMel;byte52;byte53;byte54;byte55;byte56;byte57;byte58;byte59;byte60;byte61;byte62;byte63;byte64;byte65;byte66;byte67;byte68;byte69;byte70;byte71;byte72;byte73
1972;Tienraivaaja;1;4;1;0;3;5;5;1;0;0;1;2;6;0;3;2;0;5;0;14;98;0;12;1;35;46;1;6;9;0;0;0;0;JKI23;2;90;1 ;128;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0
1973;Michanikoi;1;3;1;0;3;4;4;0;0;0;1;2;6;0;3;2;0;5;0;11;98;0;7;1;35;41;1;9;9;0;0;0;0;TD26;2;90;1 ;128;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0
1974;Utasz;1;4;1;0;3;5;5;0;0;0;1;2;6;0;3;2;0;5;0;14;98;0;12;1;35;46;1;11;9;0;0;0;0;AD23;2;90;1 ;128;0;0;0;0;0;0;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0
1975;Pontoneros;1;2;1;0;3;3;3;0;0;0;1;2;6;0;3;2;0;5;0;9;98;0;12;7;36;46;1;25;9;0;0;0;0;JK114;2;90;1 ;32;0;0;0;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0
1976;Pontoniers;1;4;1;0;3;6;7;0;0;1;1;2;8;0;3;2;0;6;0;18;98;0;7;1;36;40;1;14;9;0;0;0;0;LE150;2;90;1 ;128;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
1977;Broingeniorer;1;4;1;0;3;6;7;1;0;1;1;2;8;0;3;2;0;6;0;18;98;0;12;1;35;46;1;15;9;0;0;0;0;ER13;2;90;1 ;128;0;0;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0
1978;38 Saperzy;1;4;1;0;3;5;5;0;0;0;1;2;6;0;3;2;0;5;0;15;98;0;12;5;38;41;1;16;9;0;0;0;0;LE260;2;90;1 ;128;0;0;0;0;0;0;0;16;1;9;0;0;0;1;2;4;0;0;0;0;0
1979;Engenharia de Pontes;1;2;1;0;3;3;3;0;0;0;1;2;6;0;3;2;0;5;0;9;98;0;12;1;33;46;1;17;9;0;0;0;0;AD23;2;90;1 ;128;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0
1980;Pontoneros;1;2;1;0;3;3;3;0;0;0;1;2;6;0;3;2;0;5;0;9;98;0;6;1;36;39;1;26;9;0;0;0;0;AD10;2;90;1 ;32;0;0;0;0;0;0;0;26;1;0;0;0;0;0;0;0;0;0;0;0;0
1981;40 Pontonieri;1;4;1;0;3;5;5;0;0;0;1;2;6;0;3;2;0;5;0;14;98;0;8;8;40;43;1;18;9;0;0;0;0;JKI34;2;90;1 ;128;0;0;0;0;0;0;0;18;1;223;0;0;0;249;11;0;0;0;0;0;0
1982;Zenisti;1;4;1;0;3;5;5;0;0;0;1;2;6;0;3;2;0;5;0;14;98;0;9;3;39;44;1;1;9;0;0;0;0;JKI85;2;90;1 ;128;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
1983;Broingenjorer;1;4;1;0;3;5;5;1;0;0;1;2;6;0;3;2;0;5;0;14;98;0;12;1;33;46;1;21;9;0;0;0;0;TD26;2;90;1 ;128;0;0;0;0;0;0;0;21;1;0;0;0;0;0;0;0;0;0;0;0;0
1984;Handassa;1;2;1;0;3;4;4;0;0;0;1;2;6;0;3;2;0;5;0;11;98;0;12;1;36;46;1;12;9;0;0;0;0;JK526;2;90;1 ;128;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
1985;Mostovna Inzenjerija;1;3;1;0;3;4;4;0;0;0;1;2;6;0;3;2;0;5;0;11;98;0;12;1;35;46;1;24;9;0;0;0;0;JK533;2;90;1 ;128;0;0;0;0;0;0;0;24;1;0;0;0;0;0;0;0;0;0;0;0;0
1986;105mm D/52;8;11;7;0;3;1;4;0;0;3;5;2;1;0;4;0;0;4;0;40;60;0;12;7;43;46;1;3;1;0;0;0;0;PA772;15;80;13 ;8;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
1987;Ju-52/3m;13;0;0;4;0;7;6;0;2;1;1;1;1;1;5;15;0;4;0;38;93;0;12;10;44;54;0;22;65;1;0;0;0;PAT89;74;14;99 ;0;0;0;0;0;0;0;0;22;1;0;0;0;0;0;0;0;0;0;0;0;0
1988;T-20;7;0;0;0;0;3;3;0;0;1;1;1;3;0;0;6;55;0;0;9;8;0;8;2;40;44;1;6;49;0;0;0;0;PT490;77;5;1 ;3;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0
1989;43 Armored Infantry;1;8;6;0;3;9;8;2;0;2;1;2;8;0;3;3;0;6;0;16;117;0;9;6;43;44;2;10;1;0;0;0;0;JKJ11;97;1;1 ;64;1;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0
1990;75mm 75/32;8;7;5;0;2;3;7;0;0;2;4;2;3;0;4;1;0;10;0;15;154;0;12;9;41;46;2;13;1;0;0;0;0;PAT42;16;80;13 ;2;0;0;0;0;0;0;0;13;1;43;0;0;0;225;3;0;0;0;0;0;0
1991;50mm M.38;4;4;12;0;5;8;8;0;0;9;1;2;9;0;3;2;0;9;0;9;32;0;12;10;41;46;2;25;1;0;0;0;0;PT298;70;80;13 ;2;0;0;0;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0
1992;75mm M.18;4;6;5;0;3;6;6;0;0;4;1;2;7;0;4;1;0;7;0;7;22;0;1;10;41;44;2;25;1;16;0;0;0;PA976;57;80;13 ;2;0;0;0;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0
1993;150mm 150/28;8;14;8;0;2;1;4;0;0;2;4;2;1;0;4;0;0;5;0;42;38;0;1;10;41;44;1;25;1;0;0;0;0;PAT45;48;80;13 ;8;0;0;0;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0
1994;43 Parachute Engineers;1;9;5;0;4;10;13;3;0;2;1;2;8;0;3;2;0;7;0;89;118;0;12;3;43;44;3;23;5;64;0;0;0;JKH96;45;1;1 ;128;2;0;0;0;0;0;0;23;1;0;0;0;0;0;0;0;0;0;0;0;0
1995;43 Airborne Engineers;1;8;5;0;4;9;9;2;0;2;1;2;8;0;3;2;0;7;0;72;118;0;12;6;43;54;3;10;5;64;0;0;0;JK348;45;90;29 ;128;2;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0
1996;T-III;4;8;15;1;5;11;9;1;1;10;2;1;5;0;0;5;40;8;0;40;67;0;12;5;43;46;1;3;1;0;0;0;0;PT386;51;7;3 ;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
1997;43 Piechota;1;7;3;0;3;7;8;1;0;1;1;2;8;0;3;3;0;6;0;9;151;0;12;8;43;46;2;1;1;0;0;0;0;I35X3;50;1;1 ;32;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
1998;Partisans;1;4;1;0;2;6;6;3;0;1;1;3;7;0;8;3;0;4;0;10;112;0;12;1;33;46;1;0;1;2;2;0;0;OV34;2;1;1 ;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1999;94mm wz.38;9;7;5;12;0;1;4;0;0;6;3;2;6;0;4;0;0;8;0;33;172;0;12;4;43;46;1;16;49;0;0;0;0;PA710;76;80;13 ;8;0;0;0;0;0;0;0;16;1;60;0;0;0;1;2;0;0;0;0;0;0
2000;7.7mm M12;5;2;1;5;0;3;7;1;0;6;1;2;9;0;3;2;0;10;0;3;171;0;6;1;26;36;2;29;1;128;20;0;0;PA708;106;80;13 ;1;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2001;20mm M23;5;5;3;7;3;3;6;1;0;5;1;2;8;0;3;2;0;32;0;5;139;0;12;1;34;46;2;29;1;128;20;0;0;PT171;71;80;13 ;1;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2002;Ymetrayas Zabagnoch;4;5;1;1;1;4;4;3;0;1;2;2;8;0;3;2;0;8;0;6;94;0;6;1;33;36;2;29;1;152;0;0;0;ETH10;72;90;1 ;128;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2003;75mm M97;4;6;5;0;3;6;6;0;0;4;1;2;7;0;4;1;0;7;0;7;22;0;6;1;30;36;2;29;1;16;0;0;0;PA403;81;80;13 ;2;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2004;20mm M23;4;5;3;6;3;8;8;0;0;8;1;2;9;0;3;2;0;10;0;4;210;0;6;2;36;36;2;29;1;128;0;0;0;PT183;71;80;13 ;1;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2005;37mm M35;4;3;7;0;3;8;8;0;0;6;1;2;9;0;3;2;0;10;0;6;32;0;6;9;35;36;2;29;1;0;0;0;0;PA409;73;80;13 ;1;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2006;75mm M97;8;7;4;0;2;3;7;0;0;2;3;2;3;0;4;1;0;11;0;10;211;0;6;1;26;36;2;29;1;0;0;0;0;PA403;16;80;13 ;2;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2007;81mm M29;8;9;3;0;1;4;4;1;0;1;2;2;4;0;3;3;0;15;0;8;22;0;12;8;35;46;2;29;1;8;0;0;0;ASF4;30;80;13 ;2;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2008;75mm M85;8;7;4;0;2;3;7;0;0;2;2;2;3;0;11;2;0;5;0;18;60;0;6;1;26;36;2;29;1;0;0;0;0;JKZ81;16;80;13 ;66;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2009;63.5mm M83;8;6;3;0;2;3;7;0;0;2;2;2;3;0;4;2;0;6;0;17;60;0;6;1;26;36;2;29;1;0;0;0;0;SKR80;16;80;13 ;66;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2010;Kaleh Masgebiya Aaf;4;4;2;0;2;6;6;0;0;1;2;2;7;0;4;1;0;3;0;6;60;0;6;1;26;36;1;29;1;16;0;0;0;JKZ96;253;80;13 ;2;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2011;Mahel Safari;1;3;1;0;3;4;4;1;0;1;1;2;5;0;3;4;0;5;0;4;94;0;6;1;26;36;2;29;1;0;0;0;0;ETH02;2;1;1 ;32;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2012;Tigray Chitet;1;3;0;0;2;3;3;2;0;1;1;2;4;0;3;4;0;5;0;2;94;0;6;1;26;36;0;29;33;0;0;0;0;ETH12;63;1;1 ;32;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2013;Amhara Chitet;1;2;0;0;2;2;3;2;0;1;1;2;3;0;3;3;0;4;0;1;94;0;12;1;26;36;0;29;33;0;2;0;0;ETH11;10;1;1 ;32;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2014;Galla;1;2;0;0;2;2;3;0;0;1;1;3;2;0;0;4;0;6;0;6;94;0;6;1;26;36;0;29;33;0;2;0;0;ETH08;38;50;13 ;0;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2015;Gideon;1;5;1;0;3;5;6;1;0;1;1;2;6;0;3;3;0;5;0;5;94;0;12;10;40;46;2;29;1;0;0;0;0;ETH03;2;1;1 ;32;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2016;Arbenyotch;1;2;0;0;2;4;5;3;0;1;1;3;7;0;8;3;0;4;0;7;112;0;12;8;36;41;0;29;33;2;0;0;0;JKH02;82;1;1 ;32;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2017;Balderas Zeb;1;4;1;0;3;4;3;0;0;2;1;3;3;0;8;5;0;6;0;12;94;0;6;1;26;36;1;29;1;0;0;0;0;ETH06;2;2;10 ;0;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2018;Deldey Agenagn;1;2;0;0;3;3;3;1;0;1;1;2;4;0;3;2;0;5;0;9;94;0;6;1;26;36;1;29;41;0;0;0;0;ETH05;82;1;1 ;160;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2019;Mehandisoch;1;4;2;0;4;4;5;1;0;1;1;2;5;0;3;2;0;5;0;18;94;0;6;2;36;36;2;29;5;0;0;0;0;ETH09;75;1;1 ;160;1;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2020;Ascari;1;3;1;0;2;4;5;0;0;1;1;2;5;0;8;3;0;5;0;8;139;0;6;2;36;36;1;29;1;0;0;0;0;ETH01;2;1;1 ;160;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2021;Yekegnt Feresegna;3;2;0;0;1;3;4;0;0;3;1;3;3;0;8;5;0;6;0;7;94;0;6;1;33;36;1;29;33;0;0;0;0;ETH07;2;2;10 ;0;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2022;Fiat;3;2;1;1;0;3;5;0;0;4;1;3;4;0;2;8;55;6;0;9;46;0;6;12;35;36;1;29;1;0;0;0;0;PA461;86;3;1 ;0;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2023;Fiat 3000;2;3;1;0;3;6;5;2;1;3;1;1;2;0;0;3;22;7;0;11;5;0;6;3;30;36;1;29;1;0;0;0;0;PT448;74;70;2 ;0;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2024;Tera Feres;7;0;0;0;0;1;1;0;0;0;1;1;1;0;2;5;0;0;0;1;271;0;12;1;26;46;1;29;49;0;0;0;0;TDZ98;82;9;10 ;3;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2025;Yetechanu Beklowoch;7;0;0;0;0;1;1;0;0;0;1;1;1;0;11;3;0;0;0;4;271;0;6;1;33;36;1;29;113;2;0;0;0;JK215;82;50;10 ;64;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2026;Ford A;7;0;0;0;0;2;2;0;0;1;1;1;3;0;2;8;43;0;0;5;46;0;6;1;26;36;1;29;49;0;0;0;0;JKM16;82;3;13 ;131;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2027;Po.25TOE;10;1;0;4;1;5;5;0;2;0;1;1;1;1;5;13;0;7;0;41;144;0;6;1;33;36;0;29;1;0;0;0;0;PA603;23;45;14 ;0;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2028;Po.25A.2;11;5;3;0;3;5;4;0;2;0;1;2;1;1;5;13;0;3;0;33;129;0;6;9;29;36;0;29;65;4;0;0;0;PA603;95;46;14 ;0;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2029;F VII;13;0;0;0;0;5;3;0;2;0;1;1;1;1;5;17;0;0;0;27;270;0;6;1;33;36;0;29;65;1;0;0;0;PA661;74;14;99 ;0;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2030;Yebaaher Meguwaguwaja;18;0;0;0;0;1;4;0;3;0;1;1;1;0;6;5;0;0;0;9;184;0;12;1;26;46;0;29;1;1;0;0;0;CW108;46;86;5 ;0;0;0;0;0;0;0;0;29;1;0;0;0;0;0;0;0;0;0;0;0;0
2031;57mm M41;4;4;13;0;5;8;8;0;0;8;1;2;9;0;3;2;0;9;0;10;205;0;12;5;42;46;2;14;1;0;0;0;0;PAT51;70;80;13 ;2;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2032;37mm M29;4;3;7;0;3;8;8;0;0;6;1;2;9;0;3;2;0;10;0;6;32;0;7;11;32;40;2;14;1;0;0;0;0;PA409;73;80;13 ;1;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2033;75mm M34;8;7;4;0;2;3;9;0;0;2;4;2;3;0;11;2;0;9;0;26;211;0;12;3;38;41;2;14;129;0;0;0;0;PA988;16;80;13 ;66;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2034;105mm M32;8;10;5;0;2;3;6;0;0;2;4;2;3;0;4;0;0;8;0;19;60;0;12;10;40;46;2;14;129;0;0;0;0;PA387;15;80;13 ;4;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2035;87,6mm M40;8;9;5;0;2;3;7;0;0;2;4;2;3;0;4;1;0;11;0;16;211;0;12;3;40;46;2;14;1;0;0;0;0;PT072;15;80;13 ;2;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2036;Infanterie;1;6;2;0;3;6;7;1;0;1;1;2;8;0;3;3;0;6;0;6;117;0;4;12;40;44;2;14;1;0;0;0;0;I39X3;2;1;1 ;128;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2037;KNIL Infanterie;1;5;1;0;3;5;6;1;0;1;1;2;7;0;3;3;0;6;0;6;96;0;7;1;36;40;2;14;129;0;0;0;0;TD14;2;1;1 ;32;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2038;KNIL Landstorm;1;4;1;0;2;4;4;0;0;1;1;2;6;0;3;2;0;6;0;6;96;0;7;1;36;40;2;14;129;0;2;0;0;TD23;2;1;1 ;32;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2039;Stadswacht;1;3;1;0;2;3;4;0;0;1;1;2;4;0;8;2;0;6;0;6;96;0;7;1;36;40;0;14;161;0;2;0;0;TD23;2;1;1 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2040;44 Infanterie;1;7;5;0;3;7;8;1;0;1;1;2;8;0;3;3;0;6;0;7;117;0;12;3;44;46;2;14;1;0;0;0;0;H38P;97;1;1 ;128;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2041;White;3;2;1;0;1;5;5;0;1;3;1;3;4;0;2;10;80;6;0;15;250;0;12;1;40;43;1;14;129;0;0;0;0;PA477;74;3;2 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2042;Marmon-Herrington III;3;3;3;0;3;6;7;1;1;6;1;3;6;0;2;9;73;7;0;20;208;0;12;6;41;46;1;14;129;0;0;0;0;PT095;13;3;2 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2043;Humber IV;3;5;8;0;3;6;7;2;1;7;1;3;6;0;2;9;65;10;0;32;209;0;12;1;43;46;1;14;1;0;0;0;0;PT091;13;3;2 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2044;Overwalwagen;3;2;1;0;1;4;6;0;1;2;1;3;6;0;2;7;70;10;0;15;156;0;12;2;33;40;1;14;129;0;0;0;0;PA463;74;3;2 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2045;CTLS;2;5;1;1;1;6;6;2;1;4;1;1;4;0;0;4;35;14;0;15;713;0;4;1;42;42;1;14;129;0;0;0;0;PT011;86;70;2 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2046;M3A1;2;6;7;1;3;8;8;2;1;8;1;1;5;0;0;7;35;14;0;27;226;0;5;4;42;42;1;14;129;0;0;0;0;PT317;11;70;2 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2047;Muilezels;7;0;0;0;0;1;1;0;0;0;1;1;1;0;11;3;0;0;0;1;271;0;1;1;31;32;1;14;241;0;0;0;0;H23;82;50;10 ;64;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2048;Utility B;7;0;0;0;0;3;3;0;0;1;1;1;3;0;0;3;55;0;0;18;8;0;1;2;40;42;1;14;177;0;0;0;0;PA472;77;76;1 ;1;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2049;Carrier;7;3;1;0;0;5;4;0;1;3;1;1;3;0;0;6;60;6;0;17;191;0;12;8;40;46;1;14;49;0;0;0;0;PA474;77;70;2 ;3;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2050;CW-21b;10;2;1;11;1;9;12;0;2;5;1;1;1;1;5;16;0;6;0;63;14;0;1;8;40;42;0;14;129;0;0;0;0;PA649;18;46;8 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2051;B-339D;10;2;1;13;2;8;10;0;2;3;1;1;1;1;5;18;0;6;0;62;3;0;3;7;41;42;0;14;129;0;0;0;0;WDC74;18;46;8 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2052;Kittyhawk IV;11;9;6;12;4;11;14;0;2;4;1;1;1;1;5;15;0;5;0;95;261;0;1;1;44;48;0;14;129;0;0;0;0;WDC52;18;46;9 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2053;H75A-7;10;1;0;8;2;9;12;0;2;4;1;1;1;1;5;17;0;5;0;58;14;0;12;5;40;41;0;14;129;0;0;0;0;JK061;18;46;8 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2054;Spitfire VB;10;2;2;17;2;11;15;0;2;6;1;1;1;1;5;15;0;6;0;91;222;0;3;6;43;44;0;14;1;0;0;0;0;PA533;21;81;9 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2055;Spitfire IX;10;2;2;17;3;11;16;0;2;7;1;1;1;1;5;16;0;6;0;93;222;0;12;8;44;44;0;14;1;0;0;0;0;PA531;18;46;9 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2056;Spitfire XIVE;10;2;2;17;3;13;18;0;2;7;1;1;1;1;5;18;0;6;0;109;222;0;1;3;44;45;0;14;1;0;0;0;0;PA535;21;81;9 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2057;Martin 139WH-2;12;3;1;5;4;8;7;0;2;1;1;1;1;1;5;18;0;3;0;47;266;0;2;9;36;42;0;14;193;0;4;0;13;WDC58;27;14;7 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2058;Hurricane IIA;10;2;1;11;2;10;13;0;2;5;1;1;1;1;5;16;0;6;0;67;220;0;3;2;42;42;0;14;129;0;0;0;0;PA103;25;81;8 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2059;Mitchell II;11;10;6;8;4;11;9;0;2;2;1;1;1;1;5;20;0;4;0;79;267;0;9;4;43;49;0;14;65;0;0;0;0;PA493;95;14;7 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2060;Do.24K-2;12;3;1;6;7;9;6;0;2;1;1;3;1;1;5;19;0;3;0;49;87;0;12;3;38;40;0;14;65;0;12;0;20;PA653;31;81;7 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2061;Hudson I;11;7;4;6;6;9;8;0;2;1;1;1;1;1;5;20;0;4;0;59;224;0;3;10;40;43;0;14;65;0;0;0;0;SB67;95;22;7 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
2062;20mm;5;5;3;7;3;3;6;1;0;5;1;2;8;0;3;2;0;12;0;5;140;0;12;9;36;46;2;30;1;128;20;0;0;PT213;71;80;13 ;1;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2063;40mm I;9;8;6;10;0;2;5;0;0;4;2;2;7;0;4;1;0;8;0;14;140;0;12;11;39;46;2;30;49;0;0;0;0;PA257;46;80;13 ;2;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2064;7.7mm;5;2;1;5;0;3;7;1;0;6;1;2;9;0;3;2;0;10;0;3;171;0;7;1;35;36;2;30;129;128;20;0;0;PA707;74;80;13 ;1;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2065;3inch;9;6;3;8;0;1;4;0;0;6;2;2;6;0;4;0;0;8;0;12;172;0;8;1;35;40;1;30;177;0;0;0;0;PT191;76;80;13 ;8;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2066;3.7inch;9;7;5;12;0;1;4;0;0;6;3;2;6;0;4;0;0;8;0;33;172;0;12;1;38;46;1;30;49;0;0;0;0;PA712;76;80;13 ;8;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2067;2pdr;4;1;8;0;3;8;8;0;0;7;1;2;9;0;3;2;0;10;0;7;210;0;5;8;36;43;2;30;1;0;0;0;0;PT435;47;80;13 ;1;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2068;6pdr II;4;4;13;0;5;8;8;0;0;8;1;2;9;0;3;2;0;9;0;10;205;0;6;5;42;44;2;30;1;0;0;0;0;PT205;70;80;13 ;2;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2069;6pdr IV;4;4;16;0;5;8;8;0;0;9;2;2;9;0;3;2;0;9;0;14;205;0;12;5;44;46;2;30;1;0;0;0;0;PT205;70;80;13 ;2;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2070;17pdr;4;6;21;0;5;8;8;0;0;11;2;2;8;0;4;1;0;7;0;18;205;0;12;7;43;46;1;30;1;0;0;0;0;PT204;51;80;13 ;4;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2071;MMG;4;6;1;3;1;6;6;3;0;2;2;2;8;0;3;2;0;8;0;8;117;0;12;1;33;46;2;30;1;152;0;0;0;ERMG1;72;90;1 ;32;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2072;18pdr;8;8;5;0;2;3;7;0;0;2;3;2;3;0;4;1;0;7;0;12;211;0;12;6;4;40;2;30;1;0;0;0;0;PT378;16;80;13 ;2;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2073;4.5inch;8;9;5;0;1;3;7;0;0;1;3;2;3;0;4;1;0;8;0;16;211;0;12;6;9;40;2;30;1;0;0;0;0;PA380;15;80;13 ;4;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
2074;3.7inch;8;7;4;0;1;2;9;0;0;2;3;2;2;0;11;2;0;7;0;22;211;0;3;6;17;44;2;30;129;0;0;0;0;PA780;16;80;13 ;66;0;0;0;0;0;0;0;30;1;0;0;0;0;0;0;0;0;0;0;0;0
